Id	Date	Quantity	NetAmount	Client	Currency
16346853	2014-10-11	1	43.72	HUO	EUR
16346853	2014-10-12	1	48.04	ILT	USD
16346853	2014-10-13	1	48.04	UYJ	USD
16346853	2014-10-13	1	48.04	RER	USD
16346853	2014-10-15	1	48.04	ERY	USD
16346853	2014-10-23	1	43.72	HUO	EUR
16346853	2014-11-02	1	48.04	FCA	USD
16346853	2014-11-03	1	61.49	RYH	AUD
16346853	2014-11-04	1	48.04	ERG	USD
16346853	2014-11-09	1	48.04	ERG	USD
16346853	2014-11-16	1	48.04	ULT	USD
16346853	2014-11-30	1	48.04	XGE	USD
16346853	2014-11-30	1	48.04	IKR	USD
16346853	2014-11-30	1	724.44	LUY	MXN
16346853	2014-12-09	1	48.04	HRY	USD
16346853	2014-12-14	1	48.04	HRY	USD
16346853	2014-12-18	1	48.04	IUY	USD
16346853	2014-12-20	1	48.04	HRY	USD
16346853	2014-12-22	1	48.04	RGE	USD
16346853	2014-12-27	1	48.04	SCZ	USD
16346853	2014-12-29	1	2921.79	ERH	RUB
16346853	2014-12-30	1	48.04	ILT	USD
16346853	2014-12-31	1	48.04	ERR	USD
16346853	2015-01-01	1	48.04	RGE	USD
16346853	2015-01-01	1	48.04	ERR	USD
16346853	2015-01-02	1	48.04	ILT	USD
16346853	2015-01-03	1	724.44	TYJ	MXN
16346853	2015-01-03	1	724.44	RTN	MXN
16346853	2015-01-04	1	48.04	UIL	USD
16346853	2015-01-04	1	65.81	UKU	CAD
16346853	2015-01-05	1	48.04	ERG	USD
16346853	2015-01-09	1	48.04	ULT	USD
16346853	2015-01-10	1	48.04	LUT	USD
16346853	2015-01-11	1	48.04	THR	USD
16346853	2015-01-12	1	48.04	SCZ	USD
16346853	2015-01-12	1	48.04	IUO	USD
16346853	2015-01-13	1	48.04	IKR	USD
16346853	2015-01-13	1	48.04	GTR	USD
16346853	2015-01-16	1	48.04	XGE	USD
16346853	2015-01-16	1	48.04	THR	USD
16346853	2015-01-17	1	48.04	OMO	USD
16346853	2015-01-24	1	48.04	AZE	USD
16346853	2015-01-25	1	65.81	RTU	CAD
16346853	2015-01-25	1	48.04	AZE	USD
16346853	2015-01-25	1	2921.79	ERH	RUB
16346853	2015-01-25	1	48.04	ILT	USD
16346853	2015-01-26	1	43.72	ZRT	EUR
16346853	2015-01-26	1	31.23	SRG	GBP
16346853	2015-02-01	1	48.04	SCZ	USD
16346853	2015-02-08	1	48.04	HRY	USD
16346853	2015-02-09	1	48.04	THR	USD
16346853	2015-02-16	1	48.04	IUO	USD
16346853	2015-02-17	1	48.04	XGE	USD
16346853	2015-02-20	1	48.04	ULT	USD
16350870	2013-06-07	1	8.45	LUT	USD
16350870	2013-06-25	1	8.45	IUO	USD
16350870	2013-06-26	1	8.45	LTU	USD
16350870	2013-07-18	1	5.49	YRT	GBP
16350870	2013-07-29	1	8.45	LTU	USD
16350870	2013-07-31	1	8.45	ZAF	USD
16350870	2013-08-03	1	7.69	FTY	EUR
16350870	2013-08-23	1	8.45	YUM	USD
16350870	2013-10-13	1	11.58	IML	CAD
16350870	2013-10-16	1	8.45	GTR	USD
16350870	2013-10-20	1	64.39	ETS	GTQ
16350870	2013-11-01	1	8.45	XGE	USD
16350870	2013-11-06	1	127.43	VSR	MXN
16350870	2013-12-09	1	8.45	RZE	USD
16350870	2013-12-27	1	8.45	RTJ	USD
16350870	2013-12-28	1	8.45	LUT	USD
16350870	2014-01-07	1	70.73	UKT	SEK
16350870	2014-01-09	1	8.45	IKR	USD
16350870	2014-01-10	1	7.69	ERT	EUR
16350870	2014-01-11	1	10.82	RYH	AUD
16350870	2014-01-14	1	8.45	UIL	USD
16350870	2014-01-15	1	127.43	TYJ	MXN
16350870	2014-01-19	1	8.45	QZE	USD
16350870	2014-01-19	1	127.43	RTN	MXN
16350870	2014-02-03	1	8.45	IUY	USD
16350870	2014-04-01	1	127.43	VQE	MXN
16350870	2014-04-05	1	8.45	HRY	USD
16350870	2014-04-11	1	8.45	IKR	USD
16350870	2014-04-19	1	8.45	IUO	USD
16350870	2014-05-01	1	8.45	LTU	USD
16350870	2014-05-27	1	8.45	ULT	USD
16350870	2014-05-27	1	8.45	MYT	USD
16350870	2014-05-30	1	5.49	ZED	GBP
16350870	2014-06-09	1	8.45	ERY	USD
16350870	2014-06-16	1	8.45	IUY	USD
16350870	2014-06-18	1	8.45	JIU	USD
16350870	2014-06-29	1	11.58	OPU	CAD
16359070	2012-07-12	1	6.75	IUO	USD
16359070	2012-07-13	2	13.5	HZ4	USD
16359070	2012-07-13	1	6.75	YJH	USD
16359070	2012-07-22	1	6.75	LTU	USD
16359070	2012-07-23	1	6.75	SCZ	USD
16359070	2012-08-01	3	20.25	SCZ	USD
16359070	2012-08-05	1	178.88	SEG	CUP
16359070	2012-08-19	1	6.75	ULT	USD
16359070	2012-08-19	1	6.75	HRY	USD
16359070	2012-08-19	1	6.14	ZRT	EUR
16359070	2012-08-23	1	6.75	LTU	USD
16359070	2012-08-27	1	6.75	IUY	USD
16359070	2012-09-05	3	20.25	HRY	USD
16359070	2012-09-12	1	9.25	IML	CAD
16359070	2012-09-12	1	6.14	YJU	EUR
16359070	2012-09-22	2	13.5	Z4H	USD
16359070	2012-10-10	1	6.75	ULT	USD
16359070	2012-10-19	1	6.75	ULT	USD
16359070	2012-11-05	1	6.75	YUM	USD
16359070	2012-11-08	1	6.75	IUO	USD
16359070	2012-11-18	1	6.75	THR	USD
16359070	2012-11-23	1	51.44	ETS	GTQ
16359070	2012-12-29	1	6.75	ERY	USD
16359070	2013-01-14	1	6.75	RVT	USD
16359070	2013-01-14	1	101.79	LUY	MXN
16359070	2013-01-14	1	9.25	SD	CAD
16359070	2013-01-14	2	18.5	RG	CAD
16359070	2013-01-14	1	6.75	ULT	USD
16359070	2013-01-14	1	6.14	ZRT	EUR
16359070	2013-01-17	1	6.75	LUT	USD
16359070	2013-01-19	1	6.75	AER	USD
16359070	2013-01-19	1	56.5	UKT	SEK
16359070	2013-01-19	1	9.25	FGY	CAD
16359070	2013-01-19	1	6.75	LTU	USD
16359070	2013-01-19	1	6.75	GTR	USD
16359070	2013-01-19	1	6.14	TYU	EUR
16359070	2013-01-20	2	13.5	IUY	USD
16359070	2013-01-22	1	6.75	ULT	USD
16359070	2013-01-22	1	410.54	ERH	RUB
16359070	2013-01-23	1	9.25	UYG	CAD
16359070	2013-01-23	1	6.75	HRY	USD
16359070	2013-01-25	1	4.39	SRG	GBP
16359070	2013-01-26	4	36.99	OPU	CAD
16359070	2013-01-27	1	6.75	THR	USD
16359070	2013-01-27	1	6.75	JIU	USD
16359070	2013-01-27	3	20.25	ZRE	USD
16359070	2013-01-28	1	6.14	TYU	EUR
16359070	2013-01-28	2	203.58	VSR	MXN
16359070	2013-01-29	1	101.79	RTY	MXN
16359070	2013-02-20	1	6.75	SCZ	USD
16359070	2013-02-23	1	101.79	LUY	MXN
16359070	2013-02-23	1	6.75	IUO	USD
16359070	2013-02-28	1	101.79	RTN	MXN
16359070	2013-03-05	1	9.25	IML	CAD
16359070	2013-03-06	1	101.79	TYJ	MXN
16359070	2013-03-09	1	6.75	RER	USD
16359070	2013-03-12	1	6.75	LUT	USD
16359070	2013-03-14	1	4.39	ZED	GBP
16359070	2013-03-16	1	6.75	LTU	USD
16359070	2013-03-20	2	13.5	IUY	USD
16359070	2013-03-21	19	175.7	OPU	CAD
16359070	2013-03-22	1	9.25	OPU	CAD
16359070	2013-03-24	1	6.75	RVT	USD
16359070	2013-03-26	1	6.75	OPM	USD
16359070	2013-03-26	1	9.25	ULY	CAD
16359070	2013-03-28	1	6.75	OYL	USD
16359070	2013-03-28	2	18.5	TRY	CAD
16359070	2013-03-28	2	13.5	THR	USD
16359070	2013-03-29	1	6.75	RVT	USD
16359070	2013-03-30	1	6.75	XGE	USD
16359070	2013-04-03	1	9.25	ULY	CAD
16359070	2013-04-15	1	6.75	AER	USD
16359070	2013-04-27	1	6.75	SCZ	USD
16359070	2013-04-27	1	9.25	YUI	CAD
16359070	2013-04-29	1	6.75	ULT	USD
16359070	2013-05-02	1	6.75	THR	USD
16359070	2013-05-06	1	6.75	RVT	USD
16359070	2013-05-06	1	6.75	RER	USD
16359070	2013-05-13	1	4.39	ZED	GBP
16359070	2013-05-25	1	8.64	RYH	AUD
16359070	2013-06-09	1	6.75	ILT	USD
16359070	2013-06-13	1	6.75	QZE	USD
16359070	2013-06-22	1	6.75	RGE	USD
16359070	2013-06-23	2	18.5	IML	CAD
16359070	2015-02-01	1	6.75	ULT	USD
16376266	2015-02-16	1	65.99	SCZ	USD
16379125	2014-10-29	1	1054.54	UKT	SEK
16395266	2013-08-06	1	47.9	UIL	USD
16395266	2013-08-12	2	95.8	SCZ	USD
16395266	2013-08-26	1	47.9	RVT	USD
16395266	2013-10-11	1	65.62	YUI	CAD
16395266	2013-10-12	1	47.9	ERG	USD
16395266	2013-11-02	1	47.9	HZ4	USD
16395266	2013-11-03	1	47.9	THR	USD
16395266	2013-11-05	1	47.9	JIU	USD
16395266	2013-11-08	1	47.9	UYJ	USD
16395266	2013-11-10	1	47.9	SCZ	USD
16395266	2013-11-15	1	722.33	LUY	MXN
16395266	2013-11-19	1	43.59	ZRT	EUR
16395266	2013-11-24	1	65.62	DRY	CAD
16395266	2013-11-29	1	47.9	ULT	USD
16395266	2013-12-02	1	47.9	IUY	USD
16395266	2013-12-04	1	47.9	JIU	USD
16395266	2013-12-23	1	47.9	QZE	USD
16395266	2013-12-27	1	47.9	SCZ	USD
16395266	2014-01-04	1	47.9	JIU	USD
16395266	2014-01-04	1	722.33	VQE	MXN
16397221	2013-04-06	1	5.68	ULT	USD
16397221	2013-04-07	1	5.68	UIL	USD
16397221	2013-04-08	1	5.68	OMO	USD
16397221	2013-04-13	1	5.68	RER	USD
16397221	2013-04-26	1	5.68	FCA	USD
16397221	2013-04-30	1	5.68	LUT	USD
16397221	2013-05-07	1	5.68	SCZ	USD
16397221	2013-05-12	1	85.65	VSR	MXN
16397221	2013-05-15	1	5.68	JIU	USD
16397221	2013-05-18	1	7.78	ULY	CAD
16397221	2013-05-27	1	47.54	UKT	SEK
16397221	2013-06-02	1	5.68	YUM	USD
16397221	2013-06-04	1	7.78	IML	CAD
16397221	2013-06-23	1	47.54	UKT	SEK
16397221	2013-06-27	1	5.68	AZE	USD
16397221	2013-07-13	1	5.68	IUY	USD
16397221	2013-07-21	1	7.78	OPU	CAD
16397221	2013-07-30	1	85.65	VQE	MXN
16397221	2013-08-06	1	5.68	ERG	USD
16397221	2013-08-21	1	5.68	HRY	USD
16397221	2013-08-25	1	5.68	GTR	USD
16397221	2013-08-30	2	11.36	IKR	USD
16397221	2013-09-01	1	5.68	IKR	USD
16397221	2013-09-08	1	85.65	LUY	MXN
16397221	2013-09-09	1	47.54	UKT	SEK
16397221	2013-09-17	1	5.68	IUO	USD
16397221	2013-09-23	1	5.68	ERR	USD
16397221	2013-10-04	1	5.68	ULT	USD
16397221	2013-10-10	1	85.65	VSR	MXN
16397221	2013-10-13	1	85.65	VSR	MXN
16397221	2013-10-17	1	5.68	THR	USD
16397221	2013-10-21	1	5.68	HRY	USD
16397221	2013-10-28	1	3.69	ZED	GBP
16397221	2013-11-01	1	5.68	IUO	USD
16397221	2013-11-10	1	5.68	SCZ	USD
16397221	2013-11-27	1	5.68	LTU	USD
16397221	2013-11-28	1	5.17	HUO	EUR
16397221	2013-12-06	1	5.68	HZ4	USD
16397221	2013-12-13	1	7.78	UYG	CAD
16397221	2013-12-25	1	7.78	UYG	CAD
16397221	2013-12-26	1	5.68	ILT	USD
16397221	2013-12-27	1	5.68	ERR	USD
16397221	2013-12-27	1	5.68	YUM	USD
16397221	2013-12-28	1	7.78	OPU	CAD
16397221	2013-12-29	1	5.68	ULT	USD
16397221	2013-12-30	1	150.52	SEG	CUP
16397221	2013-12-30	1	5.68	ERG	USD
16397221	2014-01-01	1	345.46	ERH	RUB
16397221	2014-01-05	1	5.68	AZE	USD
16397221	2014-01-05	1	5.68	ERY	USD
16397221	2014-01-05	1	5.68	Z4H	USD
16397221	2014-01-06	1	5.68	OPM	USD
16397221	2014-01-06	1	85.65	TYJ	MXN
16397221	2014-01-07	1	5.68	FCA	USD
16397221	2014-01-11	1	5.68	AZE	USD
16397221	2014-01-12	1	5.68	XGE	USD
16397221	2014-01-13	1	5.68	IUO	USD
16397221	2014-01-13	1	7.78	UKU	CAD
16397221	2014-01-14	1	5.68	ULT	USD
16397221	2014-01-18	1	5.68	SCZ	USD
16397221	2014-01-19	1	5.17	ERT	EUR
16397221	2014-01-20	1	5.68	JIU	USD
16397221	2014-02-11	1	85.65	VQE	MXN
16397221	2014-02-16	1	5.68	THR	USD
16397221	2014-02-21	1	5.17	TYU	EUR
16397221	2014-02-27	1	5.68	ERY	USD
16397221	2014-03-09	1	85.65	VSR	MXN
16397221	2014-03-16	1	85.65	VQE	MXN
16397221	2014-03-27	1	5.68	ZAF	USD
16397221	2014-04-21	1	5.68	FCA	USD
16397221	2014-04-21	1	5.68	Z4H	USD
16397221	2014-04-21	1	7.78	FGY	CAD
16397221	2014-04-25	1	5.68	GTR	USD
16397221	2014-04-28	1	5.68	UYJ	USD
16397221	2014-05-10	1	5.68	RZE	USD
16397221	2014-06-04	2	15.56	TRY	CAD
16397221	2014-06-08	1	5.68	OMO	USD
16397221	2014-06-15	1	5.68	LTU	USD
16397221	2014-06-21	1	5.68	QZE	USD
16397221	2014-06-21	1	5.68	ZAF	USD
16397221	2014-06-23	1	5.68	RVT	USD
16397221	2014-06-26	1	5.68	LUT	USD
16397221	2014-06-28	1	5.68	AZE	USD
16397221	2014-06-28	1	85.65	LUY	MXN
16397221	2014-06-29	2	11.36	LUT	USD
16397221	2014-06-29	1	5.68	IUO	USD
16397221	2014-07-07	1	5.68	AZE	USD
16397221	2014-07-07	1	5.68	HRY	USD
16397221	2014-07-09	1	5.68	GTR	USD
16397221	2014-07-10	1	7.78	ULY	CAD
16397221	2014-07-10	1	5.68	IKR	USD
16397221	2014-07-12	1	7.78	OPU	CAD
16397221	2014-07-15	1	3.69	YRT	GBP
16397221	2014-07-17	1	7.78	FGY	CAD
16397221	2014-07-27	1	5.68	SCZ	USD
16397221	2014-07-27	1	7.78	UKU	CAD
16397221	2014-07-28	1	5.68	LTU	USD
16397221	2014-07-28	1	5.68	ILT	USD
16397221	2014-07-30	1	5.68	OMO	USD
16397221	2014-08-05	1	5.68	ULT	USD
16397221	2014-08-09	1	7.78	RG	CAD
16397221	2014-08-12	1	5.68	GTR	USD
16397221	2014-08-27	1	5.68	GTR	USD
16397221	2014-08-30	1	5.17	TYU	EUR
16397221	2014-08-31	1	5.68	JIU	USD
16397221	2014-09-13	1	7.78	RTU	CAD
16397221	2014-09-21	1	5.68	THR	USD
16397221	2014-10-04	1	7.78	TRY	CAD
16397221	2014-10-11	1	5.68	ERY	USD
16397221	2014-10-21	1	5.68	FCA	USD
16397221	2014-10-26	1	5.68	AER	USD
16397221	2014-11-02	1	5.68	UIL	USD
16397221	2014-11-12	1	5.68	HRY	USD
16397221	2014-11-22	1	7.78	RTU	CAD
16397221	2014-12-04	1	5.68	RZE	USD
16397221	2014-12-30	1	7.78	TRY	CAD
16397221	2015-01-01	1	3.69	YRT	GBP
16397221	2015-01-04	1	5.68	QZE	USD
16397221	2015-01-08	1	5.68	IUO	USD
16397221	2015-01-12	1	5.17	TYU	EUR
16397221	2015-01-12	1	5.68	UYJ	USD
16397221	2015-01-14	1	5.68	HRY	USD
16397221	2015-01-18	1	5.68	IUY	USD
16397221	2015-01-20	1	7.78	IML	CAD
16397221	2015-01-21	1	5.68	OPM	USD
16397221	2015-01-24	1	3.69	YRT	GBP
16397221	2015-02-16	1	5.68	SCZ	USD
16402632	2014-06-15	1	115.99	RER	USD
16402632	2014-06-19	1	115.99	IUY	USD
16402632	2014-06-21	1	115.99	UIL	USD
16402632	2014-06-23	2	231.98	IUY	USD
16402632	2014-06-27	1	115.99	JIU	USD
16402632	2014-06-30	1	115.99	SXX	USD
16402632	2014-07-09	1	115.99	THR	USD
16402632	2014-07-13	2	231.98	GTR	USD
16402632	2014-07-24	1	1749.13	RTN	MXN
16402632	2014-07-25	2	231.98	MYT	USD
16402632	2014-07-27	2	231.98	LTU	USD
16402632	2014-08-14	1	115.99	HRY	USD
16402632	2014-08-16	1	115.99	OMO	USD
16402632	2014-08-17	1	115.99	ZAF	USD
16402632	2014-08-19	1	115.99	HRY	USD
16402632	2014-08-21	1	158.91	FGY	CAD
16402632	2014-08-22	1	158.91	UKU	CAD
16402632	2014-08-24	1	115.99	ILT	USD
16402632	2014-08-25	1	115.99	JIU	USD
16402632	2014-08-25	1	158.91	IML	CAD
16402632	2014-08-25	1	115.99	IUY	USD
16402632	2014-08-29	1	1749.13	LUY	MXN
16402632	2014-08-31	2	231.98	XGE	USD
16402632	2014-08-31	1	115.99	AER	USD
16402632	2014-09-01	1	115.99	JIU	USD
16402632	2014-09-02	1	158.91	RG	CAD
16402632	2014-09-03	1	115.99	SXX	USD
16402632	2014-09-07	1	115.99	OPM	USD
16402632	2014-09-15	1	158.91	SD	CAD
16402632	2014-09-17	1	115.99	HZ4	USD
16402632	2014-10-05	1	158.91	DRY	CAD
16402632	2014-10-05	1	105.55	YJU	EUR
16402632	2014-10-06	1	115.99	ILT	USD
16402632	2014-10-11	1	115.99	ERG	USD
16402632	2014-10-18	1	115.99	HZ4	USD
16402632	2014-10-19	1	115.99	OPM	USD
16402632	2014-10-23	2	231.98	OMO	USD
16402632	2014-11-05	2	231.98	OMO	USD
16402632	2014-11-05	1	158.91	OPU	CAD
16402632	2014-11-10	1	115.99	ERR	USD
16402632	2014-11-10	1	115.99	RTJ	USD
16402632	2014-11-10	1	115.99	GTR	USD
16402632	2014-11-15	1	1749.13	RTN	MXN
16402632	2014-11-16	1	115.99	OPM	USD
16402632	2014-11-16	1	115.99	JIU	USD
16402632	2014-11-20	1	115.99	Z4H	USD
16402632	2014-11-23	1	115.99	SCZ	USD
16402632	2014-11-27	2	231.98	YUM	USD
16402632	2014-11-30	1	115.99	XGE	USD
16402632	2014-12-12	1	115.99	THR	USD
16402632	2014-12-13	1	115.99	FCA	USD
16402632	2014-12-16	2	231.98	LUT	USD
16402632	2014-12-21	2	231.98	RER	USD
16402632	2014-12-27	1	115.99	UIL	USD
16402632	2014-12-29	1	115.99	IUO	USD
16402632	2014-12-30	1	158.91	SD	CAD
16402632	2015-01-05	1	115.99	ERY	USD
16402632	2015-01-07	1	115.99	GTR	USD
16402632	2015-01-24	1	105.55	FTY	EUR
16402632	2015-01-24	1	7054.51	ERH	RUB
16402632	2015-01-25	1	115.99	ERR	USD
16402632	2015-01-27	1	115.99	OMO	USD
16402632	2015-01-28	1	115.99	LTU	USD
16402632	2015-01-28	1	75.39	SRG	GBP
16402632	2015-02-07	2	231.98	XGE	USD
16402632	2015-02-11	1	115.99	IUO	USD
16402632	2015-02-22	1	1749.13	VQE	MXN
16402632	2015-02-27	1	158.91	RG	CAD
16402632	2015-02-28	1	115.99	IUO	USD
16406897	2013-03-16	1	20.87	UKU	CAD
16406897	2013-04-06	1	229.67	RTY	MXN
16406897	2013-04-10	1	403.6	SEG	CUP
16406897	2013-06-11	1	15.23	ULT	USD
16406897	2013-06-19	1	15.23	ZRE	USD
16406897	2013-06-30	1	15.23	AER	USD
16406897	2013-07-18	3	62.6	TRY	CAD
16406897	2013-07-28	1	15.23	OPM	USD
16406897	2013-08-25	1	13.86	TYU	EUR
16406897	2013-10-19	1	13.86	TYU	EUR
16406897	2013-11-08	5	97.47	RYH	AUD
16406897	2013-12-01	1	20.87	TRY	CAD
16406897	2013-12-25	1	15.23	UYJ	USD
16406897	2013-12-28	1	15.23	OMO	USD
16406897	2014-01-03	1	15.23	SCZ	USD
16406897	2014-01-05	1	15.23	Z4H	USD
16406897	2014-03-15	1	229.67	LUY	MXN
16406897	2014-04-06	1	15.23	AER	USD
16406897	2014-04-09	1	15.23	OYL	USD
16411763	2012-03-04	1	318	FTY	EUR
16411763	2012-03-07	1	478.75	SD	CAD
16411763	2012-03-10	1	349.45	IUO	USD
16411763	2012-03-12	1	349.45	ILT	USD
16411763	2012-03-28	1	349.45	UIL	USD
16411763	2012-04-02	4	1397.8	OPM	USD
16411763	2012-04-10	1	349.45	YUM	USD
16411763	2012-04-14	1	349.45	HZ4	USD
16411763	2012-04-21	1	9260.43	SEG	CUP
16411763	2012-04-22	2	5325.62	ETS	GTQ
16411763	2012-04-22	1	349.45	LUT	USD
16411763	2012-04-30	1	21253.55	ERH	RUB
16411763	2012-05-01	1	349.45	ERY	USD
16411763	2012-05-05	1	478.75	DRY	CAD
16411763	2012-05-11	1	349.45	RVT	USD
16411763	2012-05-13	1	9260.43	SEG	CUP
16411763	2012-05-17	2	5325.62	ETS	GTQ
16411763	2012-05-25	1	349.45	GTR	USD
16411763	2012-05-28	1	349.45	IKR	USD
16411763	2012-05-29	1	349.45	MYT	USD
16411763	2012-06-10	1	349.45	ERY	USD
16411763	2012-06-10	1	349.45	XGE	USD
16411763	2012-06-23	1	349.45	IUY	USD
16411763	2012-07-04	1	349.45	GTR	USD
16411763	2012-07-05	1	349.45	FCA	USD
16411763	2012-07-05	2	636	FTY	EUR
16411763	2012-07-19	1	349.45	JIU	USD
16411763	2012-07-20	1	318	TYU	EUR
16411763	2012-07-21	1	478.75	RTU	CAD
16411763	2012-07-22	1	227.14	YRT	GBP
16411763	2012-07-22	1	349.45	HRY	USD
16411763	2012-07-27	1	349.45	SCZ	USD
16411763	2012-08-03	1	349.45	ULT	USD
16411763	2012-08-12	1	227.14	ZED	GBP
16411763	2012-08-22	1	318	HUO	EUR
16411763	2012-08-28	1	5269.71	TYJ	MXN
16411763	2012-08-29	1	349.45	FCA	USD
16411763	2012-09-18	2	957.49	FGY	CAD
16411763	2012-09-23	1	349.45	IUY	USD
16411763	2012-10-09	1	349.45	SCZ	USD
16411763	2012-10-11	1	318	ERT	EUR
16411763	2012-10-14	1	349.45	RER	USD
16411763	2012-10-14	1	349.45	IUO	USD
16411763	2012-10-17	2	698.9	OMO	USD
16411763	2012-10-20	1	349.45	LTU	USD
16411763	2012-10-22	1	5269.71	VSR	MXN
16411763	2012-10-28	1	349.45	LTU	USD
16411763	2012-11-02	1	349.45	UYJ	USD
16411763	2012-11-10	1	349.45	HZ4	USD
16411763	2012-11-10	1	349.45	SCZ	USD
16411763	2012-11-18	1	349.45	IUY	USD
16411763	2012-11-20	1	349.45	SCZ	USD
16411763	2012-12-02	1	349.45	RVT	USD
16411763	2012-12-05	1	349.45	YJH	USD
16411763	2012-12-09	1	478.75	UYG	CAD
16411763	2012-12-24	1	349.45	ERY	USD
16411763	2012-12-31	1	478.75	RG	CAD
16411763	2013-01-03	1	478.75	FGY	CAD
16411763	2013-01-03	1	5269.71	VSR	MXN
16411763	2013-01-03	1	349.45	OMO	USD
16411763	2013-01-06	2	698.9	RER	USD
16411763	2013-01-06	1	349.45	SCZ	USD
16411763	2013-01-09	1	349.45	RER	USD
16411763	2013-01-10	1	349.45	ULT	USD
16411763	2013-01-14	1	349.45	JIU	USD
16411763	2013-01-16	1	478.75	TRY	CAD
16411763	2013-01-20	1	227.14	SRG	GBP
16411763	2013-01-20	1	349.45	FCA	USD
16411763	2013-01-28	1	2924.9	UKT	SEK
16411763	2013-01-29	2	698.9	LUT	USD
16411763	2013-02-04	2	698.9	LUT	USD
16411763	2013-02-08	2	698.9	RZE	USD
16411763	2013-02-16	1	5269.71	VQE	MXN
16411763	2013-02-17	1	478.75	UKU	CAD
16411763	2013-02-23	1	349.45	JIU	USD
16411763	2013-02-24	2	698.9	THR	USD
16411763	2013-02-25	1	2924.9	UKT	SEK
16411763	2013-02-27	1	349.45	ILT	USD
16411763	2013-02-27	1	478.75	DRY	CAD
16411763	2013-03-10	1	349.45	UIL	USD
16411763	2013-03-14	1	478.75	UYG	CAD
16411763	2013-03-17	1	349.45	OPM	USD
16411763	2013-03-22	1	349.45	XGE	USD
16411763	2013-03-23	1	349.45	IKR	USD
16411763	2013-04-08	1	349.45	SXX	USD
16411763	2013-04-09	1	478.75	FGY	CAD
16411763	2013-04-14	1	349.45	IKR	USD
16411763	2013-04-26	1	349.45	IKR	USD
16411763	2013-05-14	1	478.75	YUI	CAD
16411763	2013-05-25	1	349.45	HZ4	USD
16411763	2013-05-26	1	349.45	ULT	USD
16411763	2013-06-03	1	21253.55	ERH	RUB
16411763	2013-06-11	1	5269.71	VSR	MXN
16411763	2013-06-20	2	698.9	HRY	USD
16411763	2013-07-20	1	478.75	UKU	CAD
16411763	2013-08-05	1	349.45	AZE	USD
16411763	2013-08-18	1	478.75	UYG	CAD
16411763	2013-08-23	1	9260.43	SEG	CUP
16411763	2013-08-26	1	349.45	LUT	USD
16411763	2013-08-28	2	10539.41	LUY	MXN
16411763	2013-09-10	1	478.75	TRY	CAD
16411763	2013-09-13	1	349.45	ILT	USD
